run_id,baseline,cache_outcome,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,guardrail_latency_s,cache_lookup_latency_s,cache_grounding_latency_s,cache_validation_latency_s,cache_rejection_latency_s,cache_retry_overhead_s,typed_exec_latency_s,agent_latency_s,guardrail_latency_ms,cache_lookup_latency_ms,cache_grounding_latency_ms,cache_validation_latency_ms,cache_rejection_latency_ms,cache_retry_overhead_ms,typed_exec_latency_ms,agent_latency_ms
1,FLASH_FUSION,not_applicable,17,1.0,llm_judge_score,6.135095119476318,0.001535742,6467,182,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_BIN,GROUP_AGGREGATE,RANK_GROUPS",True,3.7374210357666016,6467,182,0.001535742,3.737459182739258,0.0,0.0,0.0,0.0,0.0,2.392777919769287,0.0,3737.459182739258,0.0,0.0,0.0,0.0,0.0,2392.777919769287,0.0
1,FLASH_FUSION,not_applicable,18,1.0,llm_judge_score,15.10656452178955,0.002143596,4487,297,True,False,N/A,"guardrail_plan,react_fallback,agent",react_fallback,structural,llm,,True,4.622560977935791,4018,266,0.001656876,4.622623920440674,0.0,0.0,0.0,0.0,0.0,0.0,10.48210096359253,4622.623920440674,0.0,0.0,0.0,0.0,0.0,0.0,10482.10096359253
1,FLASH_FUSION,not_applicable,19,0.0,llm_judge_score,7.045933961868286,0.00257517,8925,399,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,DERIVE_BIN,PARALLEL_AGGREGATE,DERIVE_BINARY,CORRELATE_COLUMNS",True,6.817444324493408,8925,399,0.00257517,6.817483186721802,0.0,0.0,0.0,0.0,0.0,0.22751092910766602,0.0,6817.483186721802,0.0,0.0,0.0,0.0,0.0,227.51092910766602,0.0
1,FLASH_FUSION,not_applicable,20,1.0,llm_judge_score,5.912363767623901,0.001653756,4019,265,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"PARALLEL_AGGREGATE,DERIVE_BINARY,RANK_ROWS",True,4.760668754577637,4019,265,0.001653756,4.760750770568848,0.0,0.0,0.0,0.0,0.0,1.1504530906677246,0.0,4760.750770568848,0.0,0.0,0.0,0.0,0.0,1150.4530906677246,0.0
2,FLASH_FUSION,not_applicable,17,1.0,llm_judge_score,6.172079086303711,0.001535742,6467,182,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_BIN,GROUP_AGGREGATE,RANK_GROUPS",True,3.744234085083008,6467,182,0.001535742,3.744249105453491,0.0,0.0,0.0,0.0,0.0,2.4274380207061768,0.0,3744.249105453491,0.0,0.0,0.0,0.0,0.0,2427.4380207061768,0.0
2,FLASH_FUSION,not_applicable,18,1.0,llm_judge_score,15.598206281661987,0.002190396,4487,309,True,False,N/A,"guardrail_plan,react_fallback,agent",react_fallback,structural,llm,,True,4.891902923583984,4018,266,0.001656876,4.891915798187256,0.0,0.0,0.0,0.0,0.0,0.0,10.704435110092163,4891.915798187256,0.0,0.0,0.0,0.0,0.0,0.0,10704.435110092163
2,FLASH_FUSION,not_applicable,19,0.0,llm_judge_score,6.719306945800781,0.00252447,8925,386,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,DERIVE_BIN,PARALLEL_AGGREGATE,DERIVE_BINARY,CORRELATE_COLUMNS",True,6.494816064834595,8925,386,0.00252447,6.494912624359131,0.0,0.0,0.0,0.0,0.0,0.22339200973510742,0.0,6494.912624359131,0.0,0.0,0.0,0.0,0.0,223.39200973510742,0.0
2,FLASH_FUSION,not_applicable,20,1.0,llm_judge_score,6.176367998123169,0.001653756,4019,265,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"PARALLEL_AGGREGATE,DERIVE_BINARY,RANK_ROWS",True,5.298351287841797,4019,265,0.001653756,5.298374891281128,0.0,0.0,0.0,0.0,0.0,0.877263069152832,0.0,5298.374891281128,0.0,0.0,0.0,0.0,0.0,877.263069152832,0.0
3,FLASH_FUSION,not_applicable,17,1.0,llm_judge_score,6.966364145278931,0.001535742,6467,182,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_BIN,GROUP_AGGREGATE,RANK_GROUPS",True,4.579664945602417,6467,182,0.001535742,4.579748153686523,0.0,0.0,0.0,0.0,0.0,2.3858628273010254,0.0,4579.748153686523,0.0,0.0,0.0,0.0,0.0,2385.8628273010254,0.0
3,FLASH_FUSION,not_applicable,18,1.0,llm_judge_score,15.609017848968506,0.002190396,4487,309,True,False,N/A,"guardrail_plan,react_fallback,agent",react_fallback,structural,llm,,True,4.988588809967041,4018,266,0.001656876,4.9886109828948975,0.0,0.0,0.0,0.0,0.0,0.0,10.617522954940796,4988.6109828948975,0.0,0.0,0.0,0.0,0.0,0.0,10617.522954940796
