run_id,baseline,cache_outcome,cache_outcome_reason,policy_name,policy_cache_enabled,policy_pruning_enabled,policy_planner_guidance_enabled,policy_role,policy_reference,policy_treatment,policy_digest,route_mode,planner_guidance_mode,planner_candidate_op_count,planner_full_vocabulary,planner_prefix_chars,planner_prefix_sha256,model,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,guardrail_latency_s,cache_lookup_latency_s,cache_grounding_latency_s,cache_validation_latency_s,cache_rejection_latency_s,cache_retry_overhead_s,typed_exec_latency_s,agent_latency_s,guardrail_latency_ms,cache_lookup_latency_ms,cache_grounding_latency_ms,cache_validation_latency_ms,cache_rejection_latency_ms,cache_retry_overhead_ms,typed_exec_latency_ms,agent_latency_ms
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,13,False,16689,e5f99604174147e8467e0bd3d435fff4188d1025fb8c3c636946bebdef10dfa4,qwen/qwen3-max,1,1.0,llm_judge_score,6.311686754226685,0.001101856,4904,260,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,AGGREGATE_COLUMN",True,2.8325510025024414,3979,110,0.001018056,2.8325870037078857,0.0011273339999888776,2.819995167000002,7.080000159476185e-07,0.0,0.0,0.007835149765014648,0.0,2832.5870037078857,1.1273339999888776,2819.995167000002,0.0007080000159476185,0.0,0.0,7.835149765014648,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,8,False,4988,8881750b18e42a78b3e6b8edf0a37372cef63dd4cc9782d1563b4182fbeb54f9,qwen/qwen3-max,2,1.0,llm_judge_score,10.538001775741577,0.0009514360000000001,2430,272,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,FILTER_COMPARE,COUNT_DISTINCT",True,4.777487754821777,1543,122,0.000870636,4.777517795562744,0.0013307500000223627,2.973314500000015,4.999999987376214e-07,0.0,0.0,0.282717227935791,0.0,4777.517795562744,1.3307500000223627,2973.314500000015,0.0004999999987376214,0.0,0.0,282.717227935791,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,8,False,4988,8881750b18e42a78b3e6b8edf0a37372cef63dd4cc9782d1563b4182fbeb54f9,qwen/qwen3-max,3,1.0,llm_judge_score,8.164208889007568,0.001051576,2488,295,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_COMPARE,FILTER_COMPARE,AGGREGATE_COLUMN",True,3.122347831726074,1551,145,0.000966576,3.1223697662353516,0.0012883750000014516,2.687747583000032,4.999999987376214e-07,0.0,0.0,0.005012035369873047,0.0,3122.3697662353516,1.2883750000014516,2687.747583000032,0.0004999999987376214,0.0,0.0,5.012035369873047,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,13,False,16689,e5f99604174147e8467e0bd3d435fff4188d1025fb8c3c636946bebdef10dfa4,qwen/qwen3-max,4,1.0,llm_judge_score,7.3633482456207275,0.0010850159999999998,5228,252,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"GROUP_AGGREGATE,RANK_GROUPS",True,2.4208152294158936,3976,102,0.000984516,2.420833110809326,0.0012874170000714003,2.7433173340000394,5.409999630501261e-07,0.0,0.0,0.016934871673583984,0.0,2420.833110809326,1.2874170000714003,2743.3173340000394,0.0005409999630501261,0.0,0.0,16.934871673583984,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,17,False,15227,fb5e287a97f881f79f165796897a0ea98ceb5aa6f987fabffe73087db1f099bc,qwen/qwen3-max,5,1.0,llm_judge_score,10.350552082061768,0.00172127,5074,410,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_VECTOR_MAGNITUDE,SPLIT_BY_VALUES,SPLIT_BY_VALUES,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",True,5.0896337032318115,3816,260,0.00160017,5.089655637741089,0.0017469590000018798,2.5680512080000426,5.000000555810402e-07,0.0,0.0,0.37615489959716797,0.0,5089.655637741089,1.7469590000018798,2568.0512080000426,0.0005000000555810402,0.0,0.0,376.15489959716797,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,22,False,36147,e4187eb0d0c2c410d3f156f05ec68a409bd5ab4e1ebc306fd9f860447fb7f535,qwen/qwen3-max,6,0.0,llm_judge_score,12.86062216758728,0.002730532,10637,551,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_DURATION_SECONDS,PARALLEL_AGGREGATE,DERIVE_BINARY,FILTER_COMPARE,RANK_ROWS",True,6.647578239440918,8505,401,0.002522832,6.647601127624512,0.001328208000018094,2.940723041999945,5.839999630552484e-07,0.0,0.0,1.043125867843628,0.0,6647.601127624512,1.328208000018094,2940.723041999945,0.0005839999630552484,0.0,0.0,1043.125867843628,0.0
1,FF_FULL,hit,exact_cache_hit,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,0,False,0,,qwen/qwen3-max,7,1.0,llm_judge_score,5.192250967025757,9.945e-05,1063,141,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,FILTER_COMPARE,DERIVE_VECTOR_MAGNITUDE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,0.0,0.0013456249999990177,2.8449351250000063,0.08890545799999927,0.0,0.0,0.03052283299996361,0.0,0.0,1.3456249999990177,2844.9351250000063,88.90545799999927,0.0,0.0,30.52283299996361,0.0
1,FF_FULL,miss,ValueError: light model JSON repair failed: Unterminated string starting at,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,17,False,15227,fb5e287a97f881f79f165796897a0ea98ceb5aa6f987fabffe73087db1f099bc,qwen/qwen3-max,8,1.0,llm_judge_score,7.070578575134277,0.0015132700000000002,4896,356,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,SPLIT_BY_VALUES,SPLIT_BY_VALUES,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",True,3.8389601707458496,3806,206,0.00138177,3.838994264602661,0.0011387920000061058,2.244670874999997,5.839999630552484e-07,0.0,0.0,0.29355502128601074,0.0,3838.994264602661,1.1387920000061058,2244.670874999997,0.0005839999630552484,0.0,0.0,293.55502128601074,0.0
1,FF_FULL,hit_rejected,exact_cache_hit_out_of_scope,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,0,False,0,,qwen/qwen3-max,9,1.0,guardrail_skip_expected_rejection,3.0827138423919678,3.965e-05,347,33,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,0.0,0.001238209000007373,0.0,0.0,0.7757778339999959,0.0,0.0,0.0,0.0,1.238209000007373,0.0,0.0,775.7778339999959,0.0,0.0,0.0
1,FF_FULL,hit_rejected,exact_cache_hit_out_of_scope,FF_FULL,True,True,True,full_system,,,e246d801456a,router,full,0,False,0,,qwen/qwen3-max,10,1.0,guardrail_skip_expected_rejection,1.268470048904419,3.86e-05,347,26,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,0.0,0.0012572500000942455,0.0,0.0,0.7015544170000112,0.0,0.0,0.0,0.0,1.2572500000942455,0.0,0.0,701.5544170000112,0.0,0.0,0.0
