run_id,baseline,cache_outcome,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,guardrail_latency_s,cache_lookup_latency_s,cache_grounding_latency_s,cache_validation_latency_s,cache_rejection_latency_s,cache_retry_overhead_s,typed_exec_latency_s,agent_latency_s,guardrail_latency_ms,cache_lookup_latency_ms,cache_grounding_latency_ms,cache_validation_latency_ms,cache_rejection_latency_ms,cache_retry_overhead_ms,typed_exec_latency_ms,agent_latency_ms
1,FLASH_FUSION_CACHE,miss,17,1.0,llm_judge_score,8.702524662017822,0.002295582,7982,512,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_VECTOR_MAGNITUDE,PARALLEL_AGGREGATE,DERIVE_BINARY,RANK_ROWS",True,6.767888069152832,6439,362,0.002215902,6.767909049987793,0.000765417000366142,1.4939802499998223,2.5000008463393897e-07,0.0,0.0,0.4284029006958008,0.0,6767.909049987793,0.765417000366142,1493.9802499998223,0.00025000008463393897,0.0,0.0,428.4029006958008,0.0
1,FLASH_FUSION_CACHE,miss,18,0.0,llm_judge_score,7.915881872177124,0.001734876,3998,290,False,False,N/A,"hybrid_semantic_ambiguous_candidates,cache_miss_or_validation_failure,guardrail_plan,typed_plan_unavailable",typed_plan_unavailable,structural,llm,,True,6.489699840545654,3998,290,0.001734876,6.489732027053833,0.019854375000250002,0.0,0.0009132500003943278,0.0,0.0,0.0,0.0,6489.732027053833,19.854375000250002,0.0,0.9132500003943278,0.0,0.0,0.0,0.0
1,FLASH_FUSION_CACHE,miss,19,0.0,llm_judge_score,11.423561573028564,0.002091822,7927,463,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_VECTOR_MAGNITUDE,PARALLEL_AGGREGATE,RANK_ROWS",True,7.271271228790283,6424,313,0.002013102,7.27130126953125,0.000991541000075813,2.333864249999806,4.99999714520527e-07,0.0,0.0,0.38754892349243164,0.0,7271.30126953125,0.9915410000758129,2333.864249999806,0.000499999714520527,0.0,0.0,387.54892349243164,0.0
1,FLASH_FUSION_CACHE,miss,20,1.0,llm_judge_score,10.641349077224731,0.0026572320000000003,10630,557,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_DURATION_SECONDS,PARALLEL_AGGREGATE,DERIVE_BINARY,FILTER_COMPARE,RANK_ROWS",True,8.376795291900635,8529,407,0.002564952,8.376829385757446,0.0007367909997810784,1.3114519999999175,5.839997356815729e-07,0.0,0.0,0.936378002166748,0.0,8376.829385757446,0.7367909997810784,1311.4519999999175,0.0005839997356815729,0.0,0.0,936.378002166748,0.0
2,FLASH_FUSION_CACHE,miss,17,1.0,llm_judge_score,10.654432773590088,0.002309142,8013,515,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_VECTOR_MAGNITUDE,PARALLEL_AGGREGATE,DERIVE_BINARY,RANK_ROWS",True,7.205114126205444,6439,365,0.002227602,7.205142021179199,0.001044374999764841,1.3329495419998239,3.7499967220355757e-07,0.0,0.0,0.40029335021972656,0.0,7205.142021179199,1.044374999764841,1332.9495419998239,0.00037499967220355757,0.0,0.0,400.29335021972656,0.0
2,FLASH_FUSION_CACHE,miss,18,0.0,llm_judge_score,6.8554792404174805,0.001836276,3998,316,False,False,N/A,"hybrid_semantic_ambiguous_candidates,cache_miss_or_validation_failure,guardrail_plan,typed_plan_unavailable",typed_plan_unavailable,structural,llm,,True,6.831040143966675,3998,316,0.001836276,6.831067085266113,0.01661929100009729,0.0,0.0009887919995890115,0.0,0.0,0.0,0.0,6831.067085266113,16.61929100009729,0.0,0.9887919995890115,0.0,0.0,0.0,0.0
2,FLASH_FUSION_CACHE,miss,19,0.0,llm_judge_score,7.97587776184082,0.010062,10634,448,True,False,N/A,"hybrid_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_VECTOR_MAGNITUDE,PARALLEL_AGGREGATE,CORRELATE_COLUMNS",True,6.150921106338501,9131,298,0.009984,6.150943040847778,0.01885858300011023,1.3926595419998193,0.0009634170000936138,0.0,0.0,0.4013679027557373,0.0,6150.943040847778,18.85858300011023,1392.6595419998193,0.9634170000936138,0.0,0.0,401.3679027557373,0.0
2,FLASH_FUSION_CACHE,miss,20,1.0,llm_judge_score,13.979105710983276,0.002658372,10661,557,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_DURATION_SECONDS,PARALLEL_AGGREGATE,DERIVE_BINARY,FILTER_COMPARE,RANK_ROWS",True,8.289729118347168,8529,407,0.002564952,8.289750099182129,0.001025834000301984,3.339812875000007,4.170001375314314e-07,0.0,0.0,0.8902339935302734,0.0,8289.750099182129,1.025834000301984,3339.812875000007,0.0004170001375314314,0.0,0.0,890.2339935302734,0.0
3,FLASH_FUSION_CACHE,miss,17,1.0,llm_judge_score,8.91748332977295,0.0023098619999999998,8013,515,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_VECTOR_MAGNITUDE,PARALLEL_AGGREGATE,DERIVE_BINARY,RANK_ROWS",True,7.157700777053833,6439,365,0.002227602,7.1577208042144775,0.0007685419996050769,1.3101132500000858,2.9100010578986257e-07,0.0,0.0,0.42621517181396484,0.0,7157.7208042144775,0.7685419996050769,1310.1132500000858,0.0002910001057898626,0.0,0.0,426.21517181396484,0.0
3,FLASH_FUSION_CACHE,miss,18,0.0,llm_judge_score,7.088277101516724,0.001734876,3998,290,False,False,N/A,"hybrid_semantic_ambiguous_candidates,cache_miss_or_validation_failure,guardrail_plan,typed_plan_unavailable",typed_plan_unavailable,structural,llm,,True,5.573639154434204,3998,290,0.001734876,5.5736730098724365,0.015462750000097003,0.0,0.0009476659997744719,0.0,0.0,0.0,0.0,5573.6730098724365,15.462750000097003,0.0,0.9476659997744719,0.0,0.0,0.0,0.0
