run_id,baseline,cache_outcome,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,guardrail_latency_s,cache_lookup_latency_s,cache_grounding_latency_s,cache_validation_latency_s,cache_rejection_latency_s,cache_retry_overhead_s,typed_exec_latency_s,agent_latency_s,guardrail_latency_ms,cache_lookup_latency_ms,cache_grounding_latency_ms,cache_validation_latency_ms,cache_rejection_latency_ms,cache_retry_overhead_ms,typed_exec_latency_ms,agent_latency_ms
1,FF_NO_PRUNING,not_applicable,1,1.0,llm_judge_score,2.0995471477508545,0.00105924,8986,76,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,AGGREGATE_COLUMN",True,2.0920982360839844,8986,76,0.00105924,2.0921242237091064,0.0,0.0,0.0,0.0,0.0,0.006214141845703125,0.0,2092.1242237091064,0.0,0.0,0.0,0.0,0.0,6.214141845703125,0.0
1,FF_NO_PRUNING,not_applicable,2,1.0,llm_judge_score,1.712730884552002,0.00102698,8981,70,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,COUNT_DISTINCT",True,1.6610729694366455,8981,70,0.00102698,1.661102056503296,0.0,0.0,0.0,0.0,0.0,0.05126380920410156,0.0,1661.102056503296,0.0,0.0,0.0,0.0,0.0,51.26380920410156,0.0
1,FF_NO_PRUNING,not_applicable,3,1.0,llm_judge_score,2.332691192626953,0.00104674,8989,106,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,FILTER_IN,AGGREGATE_COLUMN",True,2.325417995452881,8989,106,0.00104674,2.3254430294036865,0.0,0.0,0.0,0.0,0.0,0.006649017333984375,0.0,2325.4430294036865,0.0,0.0,0.0,0.0,0.0,6.649017333984375,0.0
1,FF_NO_PRUNING,not_applicable,4,0.0,guardrail_skip_unexpected_rejection,2.9358608722686768,0.00103514,8984,85,False,True,N/A,guardrail_plan,scope_reject,scope,llm,,True,2.9337520599365234,8984,85,0.00103514,2.933774948120117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2933.774948120117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,FF_NO_PRUNING,not_applicable,5,1.0,llm_judge_score,7.206121206283569,0.00109888,9001,205,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_VECTOR_MAGNITUDE,SPLIT_BY_VALUES,SPLIT_BY_VALUES,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",True,7.118988037109375,9001,205,0.00109888,7.119010925292969,0.0,0.0,0.0,0.0,0.0,0.08632397651672363,0.0,7119.010925292969,0.0,0.0,0.0,0.0,0.0,86.32397651672363,0.0
1,FF_NO_PRUNING,not_applicable,6,1.0,llm_judge_score,7.72331690788269,0.00213236,9011,321,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_DURATION_SECONDS,PARALLEL_AGGREGATE,DERIVE_BINARY,FILTER_COMPARE,RANK_ROWS",True,7.360236167907715,9011,321,0.00213236,7.360258102416992,0.0,0.0,0.0,0.0,0.0,0.3623471260070801,0.0,7360.258102416992,0.0,0.0,0.0,0.0,0.0,362.3471260070801,0.0
1,FF_NO_PRUNING,not_applicable,7,1.0,llm_judge_score,6.359866142272949,0.00127178,8988,146,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,FILTER_IN,DERIVE_VECTOR_MAGNITUDE,AGGREGATE_COLUMN",True,6.342165946960449,8988,146,0.00127178,6.342196941375732,0.0,0.0,0.0,0.0,0.0,0.01673126220703125,0.0,6342.196941375732,0.0,0.0,0.0,0.0,0.0,16.73126220703125,0.0
1,FF_NO_PRUNING,not_applicable,8,1.0,llm_judge_score,4.520237922668457,0.00108718,8991,186,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_VECTOR_MAGNITUDE,SPLIT_BY_VALUES,SPLIT_BY_VALUES,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",True,4.473867893218994,8991,186,0.00108718,4.47388219833374,0.0,0.0,0.0,0.0,0.0,0.045845985412597656,0.0,4473.88219833374,0.0,0.0,0.0,0.0,0.0,45.845985412597656,0.0
1,FF_NO_PRUNING,not_applicable,9,1.0,guardrail_skip_expected_rejection,1.6045701503753662,0.00102346,8990,59,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,True,1.604358196258545,8990,59,0.00102346,1.604377031326294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604.377031326294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,FF_NO_PRUNING,not_applicable,10,1.0,guardrail_skip_expected_rejection,3.1146891117095947,0.00102046,8990,53,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,True,3.1144418716430664,8990,53,0.00102046,3.1144659519195557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3114.4659519195557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
