run_id,baseline,cache_outcome,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,guardrail_latency_s,cache_lookup_latency_s,cache_grounding_latency_s,cache_validation_latency_s,cache_rejection_latency_s,cache_retry_overhead_s,typed_exec_latency_s,agent_latency_s,guardrail_latency_ms,cache_lookup_latency_ms,cache_grounding_latency_ms,cache_validation_latency_ms,cache_rejection_latency_ms,cache_retry_overhead_ms,typed_exec_latency_ms,agent_latency_ms
1,FF_NO_PLANNING,not_applicable,1,1.0,llm_judge_score,1.4838404655456543,0.00522473,8743,84,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,AGGREGATE_COLUMN",True,1.429811954498291,8743,84,0.00522473,1.4298481941223145,0.0,0.0,0.0,0.0,0.0,0.0502619743347168,0.0,1429.8481941223145,0.0,0.0,0.0,0.0,0.0,50.2619743347168,0.0
1,FF_NO_PLANNING,not_applicable,2,1.0,llm_judge_score,1.0418813228607178,0.00522215,8748,77,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,AGGREGATE_COLUMN",True,0.9921770095825195,8748,77,0.00522215,0.9922971725463867,0.0,0.0,0.0,0.0,0.0,0.04883098602294922,0.0,992.2971725463867,0.0,0.0,0.0,0.0,0.0,48.83098602294922,0.0
1,FF_NO_PLANNING,not_applicable,3,1.0,llm_judge_score,1.234166145324707,0.00523539,8745,96,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,FILTER_COMPARE,COUNT_ROWS",True,1.2014338970184326,8745,96,0.00523539,1.20145583152771,0.0,0.0,0.0,0.0,0.0,0.032325029373168945,0.0,1201.45583152771,0.0,0.0,0.0,0.0,0.0,32.325029373168945,0.0
1,FF_NO_PLANNING,not_applicable,4,1.0,llm_judge_score,1.2009289264678955,0.00523795,8748,97,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,FILTER_NOT_EMPTY,RANK_ROWS",True,1.0923938751220703,8748,97,0.00523795,1.092432975769043,0.0,0.0,0.0,0.0,0.0,0.10775113105773926,0.0,1092.432975769043,0.0,0.0,0.0,0.0,0.0,107.75113105773926,0.0
1,FF_NO_PLANNING,not_applicable,5,1.0,llm_judge_score,13.93894910812378,0.00211768,9119,223,True,False,N/A,"guardrail_plan,react_fallback,agent",react_fallback,schema,llm,,True,3.8138091564178467,8737,161,0.00200264,3.813828945159912,0.0,0.0,0.0,0.0,0.0,0.0,10.122281074523926,3813.828945159912,0.0,0.0,0.0,0.0,0.0,0.0,10122.281074523926
1,FF_NO_PLANNING,not_applicable,6,0.0,guardrail_skip_unexpected_rejection,4.375469923019409,0.00202678,8724,215,False,True,N/A,guardrail_plan,scope_reject,scope,llm,,True,4.3735082149505615,8724,215,0.00202678,4.373568058013916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4373.568058013916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,FF_NO_PLANNING,not_applicable,7,0.0,llm_judge_score,16.196335077285767,0.0011842,9103,285,True,False,N/A,"guardrail_plan,react_fallback,agent",react_fallback,schema,llm,,True,5.270049095153809,8729,170,0.0010497,5.270067930221558,0.0,0.0,0.0,0.0,0.0,0.0,10.924902200698853,5270.067930221558,0.0,0.0,0.0,0.0,0.0,0.0,10924.902200698853
1,FF_NO_PLANNING,not_applicable,8,1.0,llm_judge_score,3.386598825454712,0.0019591,8730,77,True,False,N/A,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,AGGREGATE_COLUMN",True,3.332251787185669,8730,77,0.0019591,3.3323068618774414,0.0,0.0,0.0,0.0,0.0,0.05336880683898926,0.0,3332.3068618774414,0.0,0.0,0.0,0.0,0.0,53.36880683898926,0.0
1,FF_NO_PLANNING,not_applicable,9,1.0,guardrail_skip_expected_rejection,1.612865686416626,0.00099098,8728,53,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,True,1.612455129623413,8728,53,0.00099098,1.6124701499938965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1612.4701499938965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,FF_NO_PLANNING,not_applicable,10,1.0,guardrail_skip_expected_rejection,18.2295880317688,0.00088872,8724,51,False,True,N/A,guardrail_plan,guardrail_reject,,llm,,True,18.229193925857544,8724,51,0.00088872,18.229256868362427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18229.256868362427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
