run_id,baseline,cache_outcome,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,guardrail_latency_s,cache_lookup_latency_s,cache_grounding_latency_s,cache_validation_latency_s,cache_rejection_latency_s,cache_retry_overhead_s,typed_exec_latency_s,agent_latency_s,guardrail_latency_ms,cache_lookup_latency_ms,cache_grounding_latency_ms,cache_validation_latency_ms,cache_rejection_latency_ms,cache_retry_overhead_ms,typed_exec_latency_ms,agent_latency_ms
1,REACT_ONLY,not_applicable,17,1.0,llm_judge_score,25.57587504386902,0.0015483,645,268,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,REACT_ONLY,not_applicable,18,1.0,llm_judge_score,18.545756816864014,0.00063024,628,36,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,REACT_ONLY,not_applicable,19,0.0,guardrail_skip_unexpected_rejection,8.508597612380981,0.00058266,652,19,False,True,N/A,react_agent,react_reject,,,,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,REACT_ONLY,not_applicable,20,1.0,llm_judge_score,18.444852113723755,0.00082602,629,86,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,REACT_ONLY,not_applicable,17,1.0,llm_judge_score,21.93830895423889,0.0014391,645,240,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,REACT_ONLY,not_applicable,18,1.0,llm_judge_score,18.70231604576111,0.00063024,628,36,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,REACT_ONLY,not_applicable,19,1.0,llm_judge_score,22.784708261489868,0.00222846,652,441,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,REACT_ONLY,not_applicable,20,1.0,llm_judge_score,18.882404804229736,0.00084552,629,91,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,not_applicable,17,1.0,llm_judge_score,21.69119691848755,0.0013884,645,227,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,not_applicable,18,1.0,llm_judge_score,17.895365238189697,0.00063024,628,36,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,not_applicable,19,0.0,guardrail_skip_unexpected_rejection,8.012847900390625,0.00058266,652,19,False,True,N/A,react_agent,react_reject,,,,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,REACT_ONLY,not_applicable,20,1.0,llm_judge_score,19.207674026489258,0.00082602,629,86,True,False,N/A,react_agent,react_agent,,,,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
